fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220426 002317	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	162	TRUE	0.0317103456562208	0.871607824370987	3803	854	0.0156640008790169	36739000	43
20220426 002618	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	645	TRUE	0.0106499642437837	0.959706882405671	5261	1024	0.0139438575827231	36888000	44
20220426 002905	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	456	TRUE	0.0101211941017015	0.989894002253729	4605	819	0.0170615464841671	36810000	45
20220426 003150	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	460	TRUE	0.0100494487529843	0.835432626236589	4609	168	0.0119210178210419	36555000	46
20220426 003238	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	159	TRUE	0.0533439503201495	0.900190673560043	5220	1014	0.0165688711107653	36316000	47
20220426 003533	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	630	TRUE	0.0104506282765653	0.791773988187325	5677	772	0.0137117527383628	37027000	48
20220426 003620	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	129	TRUE	0.0563722062493593	0.448168429796468	7254	1024	0.0139710834518466	36930000	49
20220426 003906	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	290	TRUE	0.0121076481577709	0.94538555408971	2536	845	0.0144348399395678	36348000	50
20220426 004002	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	148	TRUE	0.0417040427252184	0.809709729653663	4187	788	0.0141043826370341	36712000	51
20220426 004248	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	641	TRUE	0.0106478564549531	0.872266261276474	6511	898	0.00869680154740864	34519000	52
20220426 004529	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	504	TRUE	0.0107169294772094	0.944839312285709	5066	562	0.0161358469337029	36769000	53
20220426 004725	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	399	TRUE	0.0181465166736397	0.890024819137408	5097	910	0.0135843728759235	37029000	54
20220426 004746	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	32	TRUE	0.20153560549967	0.974350708471484	3981	902	0.0165438042102754	35906000	55
20220426 004812	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	44	TRUE	0.0923612095776333	0.855061311011376	4565	404	0.0139429318508251	36242000	56
20220426 005118	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	760	TRUE	0.0102123426735644	0.654328351838398	6362	588	0.0136293673727081	36809000	57
20220426 005422	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	795	TRUE	0.0100064162703856	0.983249529656532	6832	643	0.0132545316978639	36674000	58
20220426 005501	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	82	TRUE	0.0835563994170992	0.522834695225872	5741	900	0.0146668478568699	36402000	59
20220426 005806	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	716	TRUE	0.0111514196004048	0.611699453084973	7255	1023	0.0141716644824785	36919000	60
20220426 010017	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	539	TRUE	0.0100997328738564	0.760636700464447	5691	16	0.0172620924071448	36441000	61
20220426 010053	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	79	TRUE	0.0682683266309533	0.997325844822935	4320	132	0.0177416330142253	36637000	62
20220426 010204	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	202	TRUE	0.0298988745392755	0.979585813052995	4515	702	0.013939661526489	37105000	63
20220426 010230	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	45	TRUE	0.155597438537242	0.614139063317946	4265	951	0.0170884151202131	36473000	64
20220426 010304	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	93	TRUE	0.0677352489673934	0.618656806428882	6936	728	0.0181678855811824	36359000	65
20220426 010324	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	40	TRUE	0.217535349911798	0.429002707741479	7983	1023	0.010334115076639	35493000	66
